gene_id	biotype	product
WBGene00233360	protein_coding	NA
WBGene00230141	protein_coding	Protein cec-1., putative
WBGene00230140	protein_coding	NA
WBGene00230139	protein_coding	NA
WBGene00222882	protein_coding	Hypothetical UPF0287 protein C35D10.17 in chromosome III, putative
WBGene00268522	protein_coding	NA
WBGene00227885	protein_coding	JNK-associated leucine-zipper protein, putative
WBGene00230138	protein_coding	NA
WBGene00234056	protein_coding	glycogen synthase kinase, putative
WBGene00269327	protein_coding	NA
WBGene00222238	protein_coding	Conserved hypothetical protein, putative
WBGene00220718	protein_coding	NA
WBGene00226802	protein_coding	protein T27A1.5 , putative
WBGene00223407	protein_coding	BM20, putative
WBGene00230136	protein_coding	ATP-dependent DNA helicase II, 70 kDa subunit, putative
WBGene00226158	protein_coding	CG7507-PA, putative
WBGene00223466	protein_coding	Vesicle transport v-SNARE protein
WBGene00230135	protein_coding	NA
WBGene00230134	protein_coding	NA
WBGene00222005	protein_coding	NNMT\/PNMT\/TEMT family protein
WBGene00235034	protein_coding	NA
WBGene00224350	protein_coding	CG9257-PA, putative
WBGene00234060	protein_coding	Activator 1 40 kDa subunit, putative
WBGene00255591	protein_coding	NA
WBGene00234030	protein_coding	Acyl-CoA-binding protein, putative
WBGene00222508	protein_coding	Probable Sin3 associated polypeptide p18, putative
WBGene00230133	protein_coding	NA
WBGene00255648	miRNA	NA
WBGene00226484	protein_coding	Gex interacting protein protein 4, isoform c, putative
WBGene00230132	protein_coding	conserved hypothetical protein
WBGene00227767	protein_coding	RIO1 family protein
WBGene00234079	protein_coding	FAD binding domain containing protein
WBGene00221577	protein_coding	NA
WBGene00224156	protein_coding	40S ribosomal protein S21, putative
WBGene00230131	protein_coding	SH2 domain containing protein
WBGene00268523	protein_coding	NA
WBGene00224802	protein_coding	BED zinc finger family protein
WBGene00224384	protein_coding	Protein kinase domain containing protein
WBGene00227289	protein_coding	survival motor neuron domain containing protein, putative
WBGene00230130	protein_coding	NA
WBGene00234177	protein_coding	Pre-mRNA splicing factor PRP8, putative
WBGene00221576	protein_coding	NA
WBGene00224107	protein_coding	Hypothetical WD-repeat protein F35G12.4 in chromosome III, putative
WBGene00233524	protein_coding	NA
WBGene00224302	protein_coding	hAT family dimerisation domain containing protein
WBGene00226953	protein_coding	phospholipid-translocating P-type ATPase, flippase family protein
WBGene00303427	protein_coding	NA
WBGene00222078	protein_coding	NA
WBGene00226130	protein_coding	Guanine nucleotide exchange factor for Ras-like GTPases\; N-terminal motif family protein
WBGene00230129	protein_coding	Mitochondrial import inner membrane translocase subunit Tim17 family protein
WBGene00220716	ncRNA	NA
WBGene00230128	protein_coding	NA
WBGene00226133	protein_coding	Hypothetical 14.7 kDa protein T20G5.10 in chromosome III, putative
WBGene00269273	protein_coding	NA
WBGene00230127	protein_coding	Within the bgcn gene intron protein, putative
WBGene00230972	protein_coding	PHD-finger family protein
WBGene00226132	protein_coding	Within the bgcn gene intron protein, putative
WBGene00221726	protein_coding	NA
WBGene00225401	protein_coding	Homeobox protein XHOX-3, putative
WBGene00225543	protein_coding	Programmed cell death protein 2, C-terminal domain containing protein
WBGene00230970	protein_coding	NA
WBGene00269310	protein_coding	NA
WBGene00220882	protein_coding	NA
WBGene00230969	protein_coding	Zinc finger, C2H2 type family protein
WBGene00222010	protein_coding	Ribosomal protein L11, N-terminal domain containing protein
WBGene00233792	protein_coding	NA
WBGene00223771	protein_coding	Conserved hypothetical protein, putative
WBGene00222665	protein_coding	protein C26E6.5 , putative
WBGene00222666	protein_coding	Mitochondrial 39S ribosomal protein L3, putative
WBGene00224774	protein_coding	Bystin family protein
WBGene00269243	protein_coding	NA
WBGene00228594	protein_coding	NA
WBGene00223088	protein_coding	NA
WBGene00227782	protein_coding	NA
WBGene00220881	snRNA	NA
WBGene00225802	protein_coding	NA
WBGene00234518	protein_coding	NA
WBGene00269309	protein_coding	NA
WBGene00223903	protein_coding	NA
WBGene00230964	protein_coding	NA
WBGene00230963	protein_coding	NA
WBGene00225077	protein_coding	NA
WBGene00225906	protein_coding	NA
WBGene00227124	protein_coding	NA
WBGene00225542	protein_coding	NA
WBGene00224383	protein_coding	NA
WBGene00221725	protein_coding	NA
WBGene00230961	protein_coding	NA
WBGene00230960	protein_coding	NA
WBGene00230959	protein_coding	NA
WBGene00224607	protein_coding	NA
WBGene00269344	protein_coding	NA
WBGene00224845	protein_coding	NA
WBGene00227773	protein_coding	NA
WBGene00225313	protein_coding	NA
WBGene00225787	protein_coding	NA
WBGene00226243	protein_coding	NA
WBGene00223936	protein_coding	NA
WBGene00225400	protein_coding	NA
WBGene00224147	protein_coding	NA
WBGene00220880	protein_coding	NA
WBGene00224509	protein_coding	NA
WBGene00227822	protein_coding	NA
WBGene00224310	protein_coding	NA
WBGene00224309	protein_coding	NA
WBGene00226820	protein_coding	NA
WBGene00226118	protein_coding	NA
WBGene00226201	protein_coding	NA
WBGene00226117	protein_coding	NA
WBGene00227132	protein_coding	NA
WBGene00235036	protein_coding	NA
WBGene00226589	protein_coding	NA
WBGene00230958	protein_coding	NA
WBGene00234199	protein_coding	NA
WBGene00225987	protein_coding	NA
WBGene00227729	protein_coding	NA
WBGene00220879	protein_coding	NA
WBGene00222406	protein_coding	NA
WBGene00234116	protein_coding	NA
WBGene00222764	protein_coding	conserved hypothetical protein
WBGene00230957	protein_coding	NA
WBGene00230956	protein_coding	KH domain containing protein
WBGene00220878	protein_coding	NA
WBGene00227077	protein_coding	Protein phosphatase 2C containing protein
WBGene00220877	protein_coding	conserved hypothetical protein
WBGene00226973	protein_coding	glia maturation factor BmGMF, putative
WBGene00230955	protein_coding	EF hand family protein
WBGene00222514	protein_coding	Hypothetical 15.4 kDa protein C16C10.11 in chromosome III, putative
WBGene00221723	protein_coding	NA
WBGene00222513	protein_coding	NA
WBGene00224979	protein_coding	NA
WBGene00221722	protein_coding	NA
WBGene00228858	protein_coding	NA
WBGene00224308	protein_coding	NA
WBGene00221400	protein_coding	NA
WBGene00231471	protein_coding	NA
WBGene00234381	protein_coding	NA
WBGene00231488	protein_coding	NA
WBGene00223772	protein_coding	NA
WBGene00221231	protein_coding	NA
WBGene00223767	protein_coding	NA
WBGene00220873	protein_coding	NA
WBGene00233983	protein_coding	NA
WBGene00224237	protein_coding	NA
WBGene00234516	protein_coding	NA
WBGene00268524	protein_coding	NA
WBGene00221720	protein_coding	NA
WBGene00268525	protein_coding	NA
WBGene00230952	protein_coding	NA
WBGene00226862	protein_coding	NA
WBGene00222026	protein_coding	NA
WBGene00222111	protein_coding	NA
WBGene00230951	protein_coding	NA
WBGene00225403	protein_coding	NA
WBGene00225402	protein_coding	NA
WBGene00227003	protein_coding	NA
WBGene00225435	protein_coding	protein R01H10.7, putative
WBGene00221226	protein_coding	Glycosyl hydrolases family 18 protein
WBGene00221718	protein_coding	NA
WBGene00225447	protein_coding	cation efflux family protein
WBGene00235412	rRNA	NA
WBGene00221715	protein_coding	NA
WBGene00233414	protein_coding	NA
WBGene00227200	protein_coding	NA
WBGene00234514	protein_coding	NA
WBGene00222023	protein_coding	NA
WBGene00225909	protein_coding	NA
WBGene00220862	protein_coding	NA
WBGene00231663	protein_coding	NA
WBGene00227625	protein_coding	NA
WBGene00222027	protein_coding	NA
WBGene00226858	protein_coding	NA
WBGene00269250	protein_coding	NA
WBGene00224608	protein_coding	NA
WBGene00234891	tRNA	NA
WBGene00224609	protein_coding	NA
WBGene00269752	pseudogene	NA
WBGene00226590	protein_coding	NA
WBGene00222077	protein_coding	NA
WBGene00230937	protein_coding	NA
WBGene00223591	protein_coding	NA
WBGene00230938	protein_coding	NA
WBGene00225478	protein_coding	NA
WBGene00230940	protein_coding	NA
WBGene00220865	protein_coding	NA
WBGene00226969	protein_coding	NA
WBGene00226970	protein_coding	NA
WBGene00230941	protein_coding	NA
WBGene00227480	protein_coding	NA
WBGene00230942	protein_coding	NA
WBGene00234890	tRNA	NA
WBGene00226941	protein_coding	NA
WBGene00227873	protein_coding	CG17593-PA, putative
WBGene00227874	protein_coding	Methyltransferase-like protein 4, putative
WBGene00227896	protein_coding	brahma associated protein 60 kDa, putative
WBGene00227122	protein_coding	NA
WBGene00230944	protein_coding	NA
WBGene00220866	protein_coding	NA
WBGene00227895	protein_coding	NA
WBGene00225680	protein_coding	NA
WBGene00220867	protein_coding	NA
WBGene00222563	protein_coding	NA
WBGene00230945	protein_coding	NA
WBGene00222032	protein_coding	NA
WBGene00222038	protein_coding	NA
WBGene00230946	protein_coding	NA
WBGene00227033	protein_coding	NA
WBGene00255501	protein_coding	NA
WBGene00255502	protein_coding	NA
WBGene00226474	protein_coding	NA
WBGene00225250	protein_coding	NA
WBGene00227105	protein_coding	NA
WBGene00227290	protein_coding	NA
WBGene00233788	protein_coding	NA
WBGene00233415	protein_coding	NA
WBGene00224906	protein_coding	NA
WBGene00230947	protein_coding	NA
WBGene00230948	protein_coding	NA
WBGene00233993	protein_coding	NA
WBGene00225252	protein_coding	NA
WBGene00225420	protein_coding	NA
WBGene00225592	protein_coding	NA
WBGene00225591	protein_coding	NA
WBGene00226695	protein_coding	NA
WBGene00225593	protein_coding	NA
WBGene00230949	protein_coding	NA
WBGene00225590	protein_coding	NA
WBGene00223522	protein_coding	NA
WBGene00224153	protein_coding	NA
WBGene00222076	protein_coding	NA
WBGene00234071	protein_coding	NA
WBGene00222929	protein_coding	PET112 family, N terminal region containing protein
WBGene00220870	protein_coding	NA
WBGene00222162	protein_coding	NA
WBGene00225657	protein_coding	NA
WBGene00230936	protein_coding	NA
WBGene00225595	protein_coding	NA
WBGene00222221	protein_coding	NA
WBGene00225433	protein_coding	NA
WBGene00228620	protein_coding	NA
WBGene00224992	protein_coding	NA
WBGene00225791	protein_coding	NA
WBGene00225790	protein_coding	NA
WBGene00232261	protein_coding	NA
WBGene00231123	protein_coding	NA
WBGene00223041	protein_coding	NA
WBGene00225273	protein_coding	NA
WBGene00268526	protein_coding	NA
WBGene00231122	protein_coding	NA
WBGene00221747	protein_coding	NA
WBGene00234252	protein_coding	NA
WBGene00223770	protein_coding	NA
WBGene00268527	protein_coding	NA
WBGene00222584	protein_coding	NA
WBGene00227552	protein_coding	TAFII55 protein conserved region containing protein
WBGene00225792	protein_coding	MGC20398 protein, putative
WBGene00227551	protein_coding	NA
WBGene00231121	protein_coding	NA
WBGene00225769	protein_coding	NA
WBGene00227706	protein_coding	NA
WBGene00233434	protein_coding	NA
WBGene00226868	protein_coding	NA
WBGene00222489	protein_coding	NA
WBGene00231120	protein_coding	NA
WBGene00225341	protein_coding	NA
WBGene00222428	protein_coding	NA
WBGene00231119	protein_coding	NA
WBGene00226320	protein_coding	NA
WBGene00268528	protein_coding	NA
WBGene00223768	protein_coding	NA
WBGene00231118	protein_coding	NA
WBGene00231117	protein_coding	NA
WBGene00222717	protein_coding	NA
WBGene00227894	protein_coding	NA
WBGene00222524	protein_coding	NA
WBGene00234897	tRNA	NA
WBGene00226704	protein_coding	NA
WBGene00226399	protein_coding	NA
WBGene00222965	protein_coding	NA
WBGene00232265	protein_coding	NA
WBGene00222944	protein_coding	NA
WBGene00223888	protein_coding	NA
WBGene00223807	protein_coding	NA
WBGene00227714	protein_coding	NA
WBGene00227718	protein_coding	NA
WBGene00223681	protein_coding	NA
WBGene00224021	protein_coding	NA
WBGene00226708	protein_coding	NA
WBGene00228044	protein_coding	NA
WBGene00228045	protein_coding	NA
WBGene00222695	protein_coding	NA
WBGene00231115	protein_coding	NA
WBGene00225389	protein_coding	NA
WBGene00231114	protein_coding	NA
WBGene00227574	protein_coding	NA
WBGene00231113	protein_coding	NA
WBGene00222317	protein_coding	NA
WBGene00222006	protein_coding	NA
WBGene00227711	protein_coding	NA
WBGene00235020	protein_coding	NA
WBGene00235019	protein_coding	NA
WBGene00268529	protein_coding	NA
WBGene00221746	protein_coding	NA
WBGene00224957	protein_coding	NA
WBGene00231112	protein_coding	NA
WBGene00223248	protein_coding	NA
WBGene00231111	protein_coding	NA
WBGene00269314	protein_coding	NA
WBGene00233433	protein_coding	NA
WBGene00233432	protein_coding	NA
WBGene00220929	protein_coding	NA
WBGene00234208	protein_coding	NA
WBGene00220928	protein_coding	NA
WBGene00227028	protein_coding	NA
WBGene00268530	protein_coding	NA
WBGene00234119	protein_coding	NA
WBGene00234234	protein_coding	NA
WBGene00227337	protein_coding	NA
WBGene00268531	protein_coding	NA
WBGene00220925	protein_coding	NA
WBGene00231110	protein_coding	NA
WBGene00222192	protein_coding	NA
WBGene00232713	protein_coding	NA
WBGene00233805	pseudogene	NA
WBGene00231109	protein_coding	NA
WBGene00231108	protein_coding	Conserved hypothetical protein, putative
WBGene00234898	tRNA	NA
WBGene00225566	protein_coding	EF hand family protein
WBGene00225565	protein_coding	membrane protein, putative
WBGene00231107	protein_coding	NA
WBGene00268532	protein_coding	NA
WBGene00226328	protein_coding	NA
WBGene00232204	protein_coding	developmentally regulated GTP binding protein 1, putative
WBGene00231106	protein_coding	NA
WBGene00231105	protein_coding	NA
WBGene00225621	protein_coding	NA
WBGene00222088	protein_coding	NA
WBGene00224890	protein_coding	NA
WBGene00231104	protein_coding	Conserved hypothetical protein, putative
WBGene00224298	protein_coding	NA
WBGene00225260	protein_coding	NA
WBGene00231103	protein_coding	NA
WBGene00231102	protein_coding	NA
WBGene00225444	protein_coding	NA
WBGene00227626	protein_coding	NA
WBGene00227627	protein_coding	NA
WBGene00222441	protein_coding	NA
WBGene00234535	protein_coding	NA
WBGene00225788	protein_coding	NA
WBGene00227102	protein_coding	NA
WBGene00231100	protein_coding	NA
WBGene00224441	protein_coding	NA
WBGene00222570	protein_coding	NA
WBGene00234167	protein_coding	NA
WBGene00224169	protein_coding	NA
WBGene00226439	protein_coding	NA
WBGene00222668	protein_coding	NA
WBGene00235103	protein_coding	NA
WBGene00220990	protein_coding	NA
WBGene00224909	protein_coding	NA
WBGene00224908	protein_coding	NA
WBGene00231099	protein_coding	NA
WBGene00222007	protein_coding	NA
WBGene00227069	protein_coding	NA
WBGene00225567	protein_coding	NA
WBGene00226579	protein_coding	NA
WBGene00231097	protein_coding	NA
WBGene00231096	protein_coding	NA
WBGene00220922	protein_coding	NA
WBGene00231095	protein_coding	NA
WBGene00227031	protein_coding	NA
WBGene00227030	protein_coding	NA
WBGene00223154	protein_coding	NA
WBGene00221741	protein_coding	NA
WBGene00231094	protein_coding	NA
WBGene00220921	protein_coding	NA
WBGene00224836	protein_coding	NA
WBGene00231093	protein_coding	NA
WBGene00222803	protein_coding	NA
WBGene00226102	protein_coding	NA
WBGene00226101	protein_coding	NA
WBGene00233558	protein_coding	NA
WBGene00231091	protein_coding	NA
WBGene00268533	protein_coding	NA
WBGene00234011	protein_coding	NA
WBGene00227768	protein_coding	NA
WBGene00226954	protein_coding	NA
WBGene00231090	protein_coding	NA
WBGene00222244	protein_coding	NA
WBGene00231089	protein_coding	NA
WBGene00231088	protein_coding	NA
WBGene00227286	protein_coding	NA
WBGene00234534	protein_coding	NA
WBGene00220920	protein_coding	NA
WBGene00225691	protein_coding	NA
WBGene00226017	protein_coding	NA
WBGene00225287	protein_coding	NA
WBGene00231087	protein_coding	NA
WBGene00222021	protein_coding	NA
WBGene00223708	protein_coding	NA
WBGene00227180	protein_coding	NA
WBGene00234152	protein_coding	NA
WBGene00223776	protein_coding	SH2 domain containing protein
WBGene00222290	protein_coding	NA
WBGene00224104	protein_coding	NA
WBGene00255675	miRNA	NA
WBGene00255676	miRNA	NA
WBGene00231086	protein_coding	F-box domain containing protein
WBGene00234533	protein_coding	NA
WBGene00231085	protein_coding	NA
WBGene00231084	protein_coding	NA
WBGene00222765	protein_coding	NA
WBGene00231384	protein_coding	NA
WBGene00220986	protein_coding	NA
WBGene00231083	protein_coding	NA
WBGene00227673	protein_coding	NA
WBGene00231082	protein_coding	NA
WBGene00222664	protein_coding	NA
WBGene00234531	protein_coding	NA
WBGene00231081	protein_coding	conserved hypothetical protein
WBGene00227143	protein_coding	NA
WBGene00231080	protein_coding	NA
WBGene00255398	protein_coding	NA
WBGene00225855	protein_coding	NA
WBGene00227720	protein_coding	NA
WBGene00227724	protein_coding	NA
WBGene00231079	protein_coding	NA
WBGene00225245	protein_coding	NA
WBGene00225246	protein_coding	NA
WBGene00231078	protein_coding	NA
WBGene00222362	protein_coding	NA
WBGene00268534	protein_coding	NA
WBGene00234231	protein_coding	NA
WBGene00227395	protein_coding	NA
WBGene00227071	protein_coding	NA
WBGene00227072	protein_coding	NA
WBGene00231077	protein_coding	NA
WBGene00233800	protein_coding	NA
WBGene00231076	protein_coding	NA
WBGene00224613	protein_coding	NA
WBGene00233557	protein_coding	NA
WBGene00231074	protein_coding	NA
WBGene00223661	protein_coding	NA
WBGene00222458	protein_coding	NA
WBGene00222456	protein_coding	NA
WBGene00224727	protein_coding	NA
WBGene00225642	protein_coding	NA
WBGene00231072	protein_coding	NA
WBGene00220915	protein_coding	NA
WBGene00225685	protein_coding	NA
WBGene00222844	protein_coding	NA
WBGene00227972	protein_coding	NA
WBGene00227973	protein_coding	NA
WBGene00223809	protein_coding	NA
WBGene00224975	protein_coding	NA
WBGene00227679	protein_coding	NA
WBGene00231071	protein_coding	NA
WBGene00227076	protein_coding	NA
WBGene00220914	protein_coding	NA
WBGene00231069	protein_coding	NA
WBGene00231068	protein_coding	NA
WBGene00227842	protein_coding	NA
WBGene00222240	protein_coding	NA
WBGene00255378	rRNA	NA
WBGene00231067	protein_coding	NA
WBGene00226790	protein_coding	NA
WBGene00225372	protein_coding	NA
WBGene00231066	protein_coding	NA
WBGene00269313	protein_coding	NA
WBGene00225545	protein_coding	NA
WBGene00231065	protein_coding	NA
WBGene00221996	protein_coding	NA
WBGene00224304	protein_coding	NA
WBGene00231064	protein_coding	NA
WBGene00222649	protein_coding	NA
WBGene00222946	protein_coding	NA
WBGene00231063	protein_coding	NA
WBGene00224214	protein_coding	NA
WBGene00221995	protein_coding	NA
WBGene00227591	protein_coding	NA
WBGene00255590	protein_coding	NA
WBGene00233424	protein_coding	NA
WBGene00227688	protein_coding	NA
WBGene00224294	protein_coding	NA
WBGene00224735	protein_coding	mitochondria bc1 complex core subunit 1, putative
WBGene00227898	protein_coding	Collagen alpha, putative
WBGene00226585	protein_coding	Collagen alpha, putative
WBGene00225639	protein_coding	60S ribosomal protein L9, putative
WBGene00234210	protein_coding	Pescadillo N-terminus family protein
WBGene00225177	protein_coding	IBR domain containing protein
WBGene00226645	protein_coding	NA
WBGene00226646	protein_coding	NA
WBGene00226647	protein_coding	membrane protein - rat, putative
WBGene00225541	protein_coding	NA
WBGene00225546	protein_coding	NA
WBGene00225539	protein_coding	NA
WBGene00234963	protein_coding	NA
WBGene00226009	protein_coding	NA
WBGene00268535	protein_coding	NA
WBGene00226640	protein_coding	NA
WBGene00225656	protein_coding	NA
WBGene00231061	protein_coding	NA
WBGene00224737	protein_coding	NA
WBGene00227361	protein_coding	NA
WBGene00227333	protein_coding	NA
WBGene00222020	protein_coding	NA
WBGene00268536	protein_coding	NA
WBGene00233423	protein_coding	NA
WBGene00227397	protein_coding	NA
WBGene00223689	protein_coding	NA
WBGene00234122	protein_coding	NA
WBGene00227035	protein_coding	NA
WBGene00226103	protein_coding	NA
WBGene00225052	protein_coding	NA
WBGene00225053	protein_coding	NA
WBGene00231059	protein_coding	NA
WBGene00227144	protein_coding	NA
WBGene00223246	protein_coding	NA
WBGene00222265	protein_coding	NA
WBGene00221120	protein_coding	NA
WBGene00232721	protein_coding	NA
WBGene00220985	protein_coding	NA
WBGene00222842	protein_coding	NA
WBGene00234096	protein_coding	NA
WBGene00222725	protein_coding	NA
WBGene00222499	protein_coding	NA
WBGene00231056	protein_coding	NA
WBGene00234526	protein_coding	NA
WBGene00222298	protein_coding	NA
WBGene00220909	protein_coding	NA
WBGene00234896	tRNA	NA
WBGene00234895	tRNA	NA
WBGene00304241	protein_coding	NA
WBGene00222009	protein_coding	NA
WBGene00222840	protein_coding	NA
WBGene00226414	protein_coding	NA
WBGene00227597	protein_coding	NA
WBGene00226637	protein_coding	Zona pellucida-like domain containing protein
WBGene00303422	protein_coding	NA
WBGene00226278	protein_coding	jmjC domain containing protein
WBGene00226277	protein_coding	glycosyl transferase, group 1 family protein
WBGene00255557	protein_coding	NA
WBGene00255556	protein_coding	NA
WBGene00231055	protein_coding	NA
WBGene00255674	miRNA	NA
WBGene00268537	protein_coding	NA
WBGene00233798	protein_coding	NA
WBGene00227402	protein_coding	NA
WBGene00231054	protein_coding	NA
WBGene00223120	protein_coding	NA
WBGene00223121	protein_coding	NA
WBGene00225996	protein_coding	NA
WBGene00231053	protein_coding	NA
WBGene00231052	protein_coding	NA
WBGene00225339	protein_coding	NA
WBGene00255389	snRNA	NA
WBGene00234019	protein_coding	NA
WBGene00225573	protein_coding	NA
WBGene00226707	protein_coding	NA
WBGene00223369	protein_coding	NA
WBGene00231051	protein_coding	NA
WBGene00234894	tRNA	NA
WBGene00268538	protein_coding	NA
WBGene00269312	protein_coding	NA
WBGene00227554	protein_coding	NA
WBGene00231050	protein_coding	NA
WBGene00227073	protein_coding	NA
WBGene00231049	protein_coding	NA
WBGene00222663	protein_coding	NA
WBGene00225193	protein_coding	NA
WBGene00223350	protein_coding	NA
WBGene00224359	protein_coding	NA
WBGene00225114	protein_coding	NA
WBGene00268539	protein_coding	NA
WBGene00225390	protein_coding	NA
WBGene00231047	protein_coding	NA
WBGene00226856	protein_coding	NA
WBGene00231046	protein_coding	Troponin T, putative
WBGene00222897	protein_coding	NA
WBGene00231580	protein_coding	NA
WBGene00224123	protein_coding	NA
WBGene00234348	protein_coding	YjeF-related protein, C-terminus containing protein
WBGene00226972	protein_coding	alkyldihydroxyacetonephosphate synthase, putative
WBGene00224965	protein_coding	60S ribosomal protein L12, putative
WBGene00227139	protein_coding	CCR4-NOT transcription complex subunit 7, putative
WBGene00227130	protein_coding	membrane-bound transcription factor protease, putative
WBGene00227327	protein_coding	NA
WBGene00227683	protein_coding	Serine carboxypeptidase S28 family protein
WBGene00227798	protein_coding	Serine protease Z688.6 precursor, putative
WBGene00231044	protein_coding	NA
WBGene00224541	protein_coding	Myotubularin-related family protein
WBGene00234070	protein_coding	rRNA methyltransferase, putative
WBGene00225476	protein_coding	NA
WBGene00224346	protein_coding	Low-density lipoprotein receptor domain class A containing protein
WBGene00224844	protein_coding	NA
WBGene00225316	protein_coding	Phosphatidylinositol transfer protein
WBGene00233975	protein_coding	serine\/threonine protein phosphatase 4 catalytic subunit, putative
WBGene00226952	protein_coding	Hypothetical UPF0055 protein YPL059w, putative
WBGene00224295	protein_coding	Protein phosphatase 2C containing protein
WBGene00224297	protein_coding	Lipase family protein
WBGene00224296	protein_coding	aldehyde dehydrogenase, putative
WBGene00222117	protein_coding	RhoGAP domain containing protein
WBGene00226075	protein_coding	conserved hypothetical protein
WBGene00223626	protein_coding	major facilitator superfamily protein
WBGene00231043	protein_coding	NA
WBGene00225285	protein_coding	Homeobox protein ceh-26, putative
WBGene00225588	protein_coding	TAZ zinc finger family protein
WBGene00224468	protein_coding	SCP-like extracellular protein
WBGene00234046	protein_coding	ATP-binding cassette, sub-family F, member 2, putative
WBGene00225720	protein_coding	ADP,ATP carrier protein, heart\/skeletal muscle isoform T1, putative
WBGene00226309	protein_coding	Protein kinase domain containing protein
WBGene00226718	protein_coding	Protein kinase domain containing protein
WBGene00233665	protein_coding	NA
WBGene00224738	protein_coding	CED-6 protein, putative
WBGene00222785	protein_coding	structure-specific recognition protein 1, putative
WBGene00234343	protein_coding	40S ribosomal protein S28, putative
WBGene00227553	protein_coding	LD47515p, putative
WBGene00222843	protein_coding	neurogenic differentiation factor, putative
WBGene00268540	protein_coding	NA
WBGene00229473	protein_coding	NA
WBGene00234418	protein_coding	NA
WBGene00234337	protein_coding	Mitochondrial import inner membrane translocase subunit TIM10, putative
WBGene00227245	protein_coding	TM2 domain containing protein
WBGene00225556	protein_coding	Serine\/threonine protein phosphatase PP-Z, putative
WBGene00222562	protein_coding	NA
WBGene00234021	protein_coding	tricarboxylate transport protein, mitochondrial precursor, putative
WBGene00232327	protein_coding	NA
WBGene00227142	protein_coding	DNA topoisomerase III, putative
WBGene00227051	protein_coding	MED7 protein
WBGene00234081	protein_coding	AMP-binding enzyme family protein
WBGene00268541	protein_coding	NA
WBGene00229475	protein_coding	conserved hypothetical protein
WBGene00229476	protein_coding	NA
WBGene00234579	protein_coding	Surp module family protein
WBGene00235417	ncRNA	NA
WBGene00232297	protein_coding	DNA polymerase alpha subunit B family protein
WBGene00227275	protein_coding	MGC80090 protein, putative
WBGene00229477	protein_coding	NA
WBGene00223920	protein_coding	Ground-like domain containing protein
WBGene00225021	protein_coding	SNARE domain containing protein
WBGene00229478	protein_coding	NA
WBGene00229479	protein_coding	Single-strand binding protein family protein
WBGene00255534	protein_coding	NA
WBGene00229480	protein_coding	NA
WBGene00225430	protein_coding	GDP-L-fucose synthetase, putative
WBGene00225431	protein_coding	GDP-L-fucose synthetase, putative
WBGene00227765	protein_coding	DNA replication licensing factor MCM6 homolog, putative
WBGene00229481	protein_coding	TPR Domain containing protein
WBGene00223812	protein_coding	phosphatase with ef hands protein 1, isoform b, putative
WBGene00229482	protein_coding	Hypothetical UPF0082 protein RSc2190, putative
WBGene00226120	protein_coding	Hypothetical glycine receptor like protein T20B12.9 in chromosome III, putative
WBGene00229483	protein_coding	conserved hypothetical protein
WBGene00268542	protein_coding	NA
WBGene00227326	protein_coding	NA
WBGene00227325	protein_coding	Probable O-sialoglycoprotein endopeptidase, putative
WBGene00229484	protein_coding	NA
WBGene00229485	protein_coding	Chain A, Solution Structure Of Mouse Putative 42-9-9 Protein, putative
WBGene00232323	protein_coding	WD repeat membrane protein, putative
WBGene00233980	protein_coding	40S ribosomal protein S13, putative
WBGene00229486	protein_coding	NA
WBGene00231515	protein_coding	NA
WBGene00224640	protein_coding	AF-10 protein, putative
WBGene00225853	protein_coding	dephospho-CoA kinase family protein
WBGene00220594	protein_coding	NA
WBGene00232271	protein_coding	galactokinase family protein
WBGene00225145	protein_coding	Probable nucleoporin Nup54, putative
WBGene00227794	protein_coding	DEAD\/DEAH box helicase family protein
WBGene00227606	protein_coding	Metaxin 2, putative
WBGene00227107	protein_coding	NA
WBGene00223510	protein_coding	NA
WBGene00223509	protein_coding	Leucine Rich Repeat family protein
WBGene00227029	protein_coding	PHD-finger family protein
WBGene00268543	protein_coding	NA
WBGene00235418	miRNA	NA
WBGene00226078	protein_coding	conserved hypothetical protein
WBGene00234017	protein_coding	26S protease regulatory subunit 8, putative
WBGene00226002	protein_coding	F\/Y-rich N-terminus family protein
WBGene00226719	protein_coding	survival of motor neuron protein-interacting protein 1, putative
WBGene00226929	protein_coding	Protein-tyrosine phosphatase containing protein
WBGene00226942	protein_coding	Formin Homology 2 Domain containing protein
WBGene00223535	protein_coding	NA
WBGene00223536	protein_coding	BC023488 protein, putative
WBGene00229488	protein_coding	NA
WBGene00226475	protein_coding	CG5938-PD, putative
WBGene00232840	protein_coding	SH2 domain containing protein
WBGene00225692	protein_coding	Protein kinase domain containing protein
WBGene00225059	protein_coding	NA
WBGene00222895	protein_coding	NA
WBGene00234834	tRNA	NA
WBGene00226003	protein_coding	RNA binding protein, putative
WBGene00226010	protein_coding	BolA-like protein
WBGene00226004	protein_coding	BolA-like protein
WBGene00227795	protein_coding	Hypothetical 37.7 kDa protein ZK686.3 in chromosome III, putative
WBGene00227796	protein_coding	Hypothetical zinc finger protein ZK686.4 in chromosome III, putative
WBGene00221140	protein_coding	ras suppressor protein 1, putative
WBGene00235419	miRNA	NA
WBGene00229489	protein_coding	Tubulin alpha chain, putative
WBGene00227635	protein_coding	Ubiquinone biosynthesis protein COQ7 containing protein
WBGene00232330	protein_coding	cation diffusion facilitator family transporter containing protein
